"IMPORT OF HAZARDOUS WASTES AND OTHER WASTES IN 2007 
(as provided by Parties)",Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
,"Y41 ,Y42",Halogenated organic solvents; Organic solvents,,6.1,"H6.1 ,H03.0",Toxic (Poisonous); Flammable Liquids,0.435,,US,D13,
,"Y41 ,Y42 ,Y4","Halogenated organic solvents; Organic solvents; Wastes from the production, formulation, and use of biocides and phytopharmaceuticals",,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),5.925,,US,D13,
,"Y41 ,Y42 ,Y6",Halogenated organic solvents; Organic solvents; Wastes from the production and use of organic solvents,,3.0,"H03.0 ,H8",Flammable Liquids; Corrosive,148.282,,US,D13,
,"Y41 ,Y42 ,Y45",Halogenated organic solvents; Organic solvents; Organohalogen Coumpount,,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),40.064,,US,D13,
,"Y41 ,Y42 ,Y45",Halogenated organic solvents; Organic solvents; Organohalogen Coumpount,,3.0,H03.0,Flammable Liquids,94.194,,US,D13,
,"Y41 ,Y45",Halogenated organic solvents; Organohalogen Coumpount,,6.1,"H6.1 ,H04.1",Toxic (Poisonous); Flammable solids,0.094,,US,D13,
,Y42,Organic solvents,,6.1,H6.1,Toxic (Poisonous),22.752,,US,D13,
,Y42,Organic solvents,,4.1,H04.1,Flammable solids,67.9,,US,D13,
,Y42,Organic solvents,,3.0,H03.0,Flammable Liquids,144.474,,US,D13,
,"Y42 ,Y18",Organic solvents; Residues arising from industrial waste-disposal operations,,4.1,H04.1,Flammable solids,17.285,,US,D13,
,"Y42 ,Y31 ,Y12","Organic solvents; Lead; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,3.0,H03.0,Flammable Liquids,74.001,,US,D13,
,"Y42 ,Y41",Organic solvents; Halogenated organic solvents,,3.0,"H03.0 ,H8",Flammable Liquids; Corrosive,0.205,,US,D13,
,Y_,Other,,5.2,H05.2,Organic Peroxides,0.099,,US,D13,
,Y_,Other,,6.1,H6.1,Toxic (Poisonous),3.233,,US,D13,
,"Y42 ,Y31",Organic solvents; Lead,,2.1,H_,Miscellaneous waste dangerous,1824.008,,US,D13,
,"Y42 ,Y31",Organic solvents; Lead,,2.2,H_,Miscellaneous waste dangerous,11.289,,US,D13,
,Y39,"Phenols, phenol compounds, including chlorophenols",,,H12,Ecotoxic,12.533,,US,D14,
,"Y6 ,Y42 ,Y41",Wastes from the production and use of organic solvents; Organic solvents; Halogenated organic solvents,,6.1,H6.1,Toxic (Poisonous),0.003,,US,D15,
,Y39,"Phenols, phenol compounds, including chlorophenols",,6.1,H6.1,Toxic (Poisonous),0.11,,US,D15,
,Y39,"Phenols, phenol compounds, including chlorophenols",,6.1,H6.1,Toxic (Poisonous),2.023,,US,D15,
,"Y41 ,Y42",Halogenated organic solvents; Organic solvents,,6.1,H6.1,Toxic (Poisonous),0.045,,US,D15,
,"Y41 ,Y42",Halogenated organic solvents; Organic solvents,,6.1,"H6.1 ,H03.0",Toxic (Poisonous); Flammable Liquids,0.096,,US,D15,
,"Y41 ,Y42",Halogenated organic solvents; Organic solvents,,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),0.145,,US,D15,
,Y42,Organic solvents,,4.1,H04.1,Flammable solids,0.013,,US,D15,
,Y42,Organic solvents,,3.0,H03.0,Flammable Liquids,0.066,,US,D15,
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,0.027,,US,D15,
,Y9,Waste oil;  water,,,H12,Ecotoxic,38.0,,FR,,R1
,Y39,"Phenols, phenol compounds, including chlorophenols",,,H12,Ecotoxic,32.175,,US,,R1
,Y39,"Phenols, phenol compounds, including chlorophenols",,4.1,H04.1,Flammable solids,370.365,,US,,R1
,"Y41 ,Y6",Halogenated organic solvents; Wastes from the production and use of organic solvents,,6.1,H6.1,Toxic (Poisonous),4.303,,US,,R1
,"Y41 ,Y6",Halogenated organic solvents; Wastes from the production and use of organic solvents,,6.1,H6.1,Toxic (Poisonous),12.505,,US,,R1
,"Y41 ,Y6",Halogenated organic solvents; Wastes from the production and use of organic solvents,,6.1,H6.1,Toxic (Poisonous),12.929,,US,,R1
,"Y41 ,Y6",Halogenated organic solvents; Wastes from the production and use of organic solvents,,6.1,H6.1,Toxic (Poisonous),18.548,,CA,,R1
,"Y41 ,Y6",Halogenated organic solvents; Wastes from the production and use of organic solvents,,6.1,H6.1,Toxic (Poisonous),20.909,,US,,R1
,"Y41, Y18",Halogenated organic solvents; Residues arising from industrial waste-disposal operations,,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),320.868,,US,,R1
,"Y41 ,Y42 ,Y6",Halogenated organic solvents; Organic solvents; Wastes from the production and use of organic solvents,,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),70.016,,CA,,R1
,"Y41 ,Y42 ,Y6",Halogenated organic solvents; Organic solvents; Wastes from the production and use of organic solvents,,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),85.395,,US,,R1
,"Y41 ,Y42 ,Y18",Halogenated organic solvents; Organic solvents; Residues arising from industrial waste-disposal operations,,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),188.075,,US,,R1
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,5.713,,US,,R1
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,215.505,,US,,R1
,"Y42 ,Y6 ,Y41",Organic solvents; Wastes from the production and use of organic solvents; Halogenated organic solvents,,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),20.0,,CA,,R1
,"Y42 ,Y12","Organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,3.0,H03.0,Flammable Liquids,38.055,,US,,R1
,"Y42 ,Y12","Organic solvents; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,3.0,H03.0,Flammable Liquids,50.661,,US,,R1
,"Y42 ,Y18",Organic solvents; Residues arising from industrial waste-disposal operations,,3.0,H03.0,Flammable Liquids,4017.694,,US,,R1
,"Y42 ,Y31 ,Y12","Organic solvents; Lead; Wastes from production, formulation, and use of inks, dyes, pigments, paints, lacquers, and varnishes",,3.0,H03.0,Flammable Liquids,84.944,,US,,R1
,"Y42 ,Y41",Organic solvents; Halogenated organic solvents,,,H12,Ecotoxic,49.763,,US,,R1
,"Y42 ,Y41 ,Y45",Organic solvents; Halogenated organic solvents; Organohalogen Coumpount,,3.0,H03.0,Flammable Liquids,97.097,,US,,R1
,Y_,Other,,2.1,H_,Miscellaneous waste dangerous,4.55,,US,,R1
,Y42,Organic solvents,,2.1,H_,Miscellaneous waste dangerous,136.761,,US,,R1
,"Y2 ,Y6 ,Y41 ,Y42",Wastes from the production and preparation of pharmaceutical products; Wastes from the production and use of organic solvents; Halogenated organic solvents; Organic solvents,,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),6.712,,US,,R2
,"Y6 ,Y40",Wastes from the production and use of organic solvents; Ethers,,3.0,H03.0,Flammable Liquids,21.7,,US,,R2
,"Y6 ,Y41",Wastes from the production and use of organic solvents; Halogenated organic solvents,,6.1,H6.1,Toxic (Poisonous),1.11,,US,,R2
,"Y6 ,Y41",Wastes from the production and use of organic solvents; Halogenated organic solvents,,6.1,H6.1,Toxic (Poisonous),44.384,,US,,R2
,"Y6 ,Y41",Wastes from the production and use of organic solvents; Halogenated organic solvents,,6.1,H6.1,Toxic (Poisonous),49.102,,US,,R2
,"Y6 ,Y41",Wastes from the production and use of organic solvents; Halogenated organic solvents,,6.1,H6.1,Toxic (Poisonous),985.048,,US,,R2
,"Y6 ,Y41 ,Y42",Wastes from the production and use of organic solvents; Halogenated organic solvents; Organic solvents,,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),6.08,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,H03.0,Flammable Liquids,0.208,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,H03.0,Flammable Liquids,0.36,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,H03.0,Flammable Liquids,0.8,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,H03.0,Flammable Liquids,1.155,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,H03.0,Flammable Liquids,1.248,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,H03.0,Flammable Liquids,2.343,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,,H12,Ecotoxic,15.736,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,H03.0,Flammable Liquids,27.079,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,H03.0,Flammable Liquids,35.445,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,H03.0,Flammable Liquids,73.634,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),112.26,,US,,R2
,"Y6 ,Y42",Wastes from the production and use of organic solvents; Organic solvents,,3.0,H03.0,Flammable Liquids,556.362,,US,,R2
,"Y31 ,Y6",Lead; Wastes from the production and use of organic solvents,,,H13,Leachate,148.217,,US,,R2
,Y41,Halogenated organic solvents,,,H13,Leachate,5.8,,US,,R2
,Y41,Halogenated organic solvents,,6.1,H6.1,Toxic (Poisonous),77.946,,US,,R2
,Y41,Halogenated organic solvents,,6.1,H6.1,Toxic (Poisonous),499.253,,US,,R2
,"Y41 ,Y6",Halogenated organic solvents; Wastes from the production and use of organic solvents,,6.1,H6.1,Toxic (Poisonous),0.205,,US,,R2
,"Y41 ,Y6",Halogenated organic solvents; Wastes from the production and use of organic solvents,,6.1,H6.1,Toxic (Poisonous),2.46,,US,,R2
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,0.225,,US,,R2
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,0.615,,US,,R2
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,"H03.0 ,H6.1",Flammable Liquids; Toxic (Poisonous),2.362,,US,,R2
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,23.655,,US,,R2
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,26.855,,US,,R2
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,34.918,,US,,R2
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,123.495,,US,,R2
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,194.367,,US,,R2
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,747.157,,US,,R2
,"Y42 ,Y6",Organic solvents; Wastes from the production and use of organic solvents,,3.0,H03.0,Flammable Liquids,1523.955,,US,,R2
,"Y16 ,Y31","Wastes from the production, formulation, and use of photographic chemicals and processing materials; Lead",,,H13,Leachate,97.666,,US,,R4
,Y17,Wastes resulting from the surface treatment of metals and plastics,,,H12,Ecotoxic,2.312,,US,,R4
,Y17,Wastes resulting from the surface treatment of metals and plastics,,4.2,H04.2,Spontaneous Combustion,20.446,,US,,R4
,Y17,Wastes resulting from the surface treatment of metals and plastics,,4.2,H04.2,Spontaneous Combustion,254.80448,,CA,,R4
,"Y18 ,Y31",Residues arising from industrial waste-disposal operations; Lead,,,H13,Leachate,21.062,,US,,R4
,"Y20 ,Y22 ,Y26","Beryllium, beryllium compounds; Copper; Cadmium",,,H12,Ecotoxic,624.6649,,US,,R4
,"Y20 ,Y22 ,Y26 ,Y31","Beryllium, beryllium compounds; Copper; Cadmium; Lead",,,H12,Ecotoxic,4359.16,,US,,R4
,"Y21 ,Y22",Hexavalent chromium compounds; Copper,,,H13,Leachate,264.591,,US,,R4
,Y22,Copper,,,H13,Leachate,1753.349,,US,,R4
,"Y22 ,Y26",Copper; Cadmium,,,H13,Leachate,73.669,,US,,R4
,"Y22 ,Y31",Copper; Lead,,,H13,Leachate,4653.411109999999,,US,,R4
,Y23,Zinc,,8.0,H8,Corrosive,2.181,,US,,R4
,"Y23 ,Y35",Zinc; Basic solutions (or solids),,8.0,H8,Corrosive,836.795,,US,,R4
,Y24,Arsenic,,6.1,H6.1,Toxic (Poisonous),118.80870000000002,,US,,R4
,"Y24 ,Y26 ,Y31",Arsenic; Cadmium; Lead,,,H12,Ecotoxic,31.506,,US,,R4
,"Y24 ,Y27 ,Y31",Arsenic; Antimony; Lead,,,H13,Leachate,426.515,,US,,R4
,Y25,Selenium,,6.1,H6.1,Toxic (Poisonous),31.4311,,US,,R4
,Y26,Cadmium,,8.0,H8,Corrosive,1.033,US,IL,,R4
,"Y26 ,Y31",Cadmium; Lead,,,H13,Leachate,96.13571,,US,,R4
,"Y26 ,Y35",Cadmium; Basic solutions (or solids),,8.0,H8,Corrosive,0.014,,US,,R4
,Y31,Lead,,3.0,H03.0,Flammable Liquids,0.165,,US,,R4
,Y31,Lead,,6.1,H6.1,Toxic (Poisonous),27.52,,US,,R4
,Y31,Lead,,,H12,Ecotoxic,37.8,,US,,R4
,Y31,Lead,,,H13,Leachate,344.726,"BE,ES",NG,,R4
,Y31,Lead,,8.0,H8,Corrosive,628.6,,US,,R4
,Y31,Lead,,,H13,Leachate,4631.34491,,US,,R4
,"Y31 ,Y22",Lead; Copper,,,H13,Leachate,1528.8175800000001,,US,,R4
,"Y31 ,Y23 ,Y24",Lead; Zinc; Arsenic,,,H13,Leachate,1871.076,,US,,R4
,"Y31 ,Y26",Lead; Cadmium,,,H13,Leachate,11.756,,DE,,R4
,"Y31 ,Y34",Lead; Acidic solutions (or solids),,,H13,Leachate,57.734,,US,,R4
,"Y31 ,Y34",Lead; Acidic solutions (or solids),,8.0,H8,Corrosive,2666.982,,US,,R4
,"Y31 ,Y34",Lead; Acidic solutions (or solids),,8.0,H8,Corrosive,92259.46,,US,,R4
,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,2.429,US,IL,,R4
,Y35,Basic solutions (or solids),,8.0,H8,Corrosive,4.102,,US,,R4
,Y_,Other,,,H12,Ecotoxic,15.57,,US,,R4
,Y_,Other,,,H13,Leachate,444.168,,US,,R4
,Y_,Other,,4.1,H04.1,Flammable solids,5.492,,US,,R4
,Y_,Other,,4.3,H04.3,Flammable Gases in contact with water,7.844,,US,,R4
,Y_,Other,,4.3,H04.3,Flammable Gases in contact with water,23.302,,US,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,1.82,US,AE,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,15.207,"NZ, US",AU,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,1.943,US,CO,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,3.074,"PE, US",EC,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,31.136,,GB,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,1.322,SG,ID,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,10.032,,RU,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,17.937,US,SA,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,876.6425,,US,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,3.497,,VN,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,0.001,,ZA,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,0.393,"NZ, US",AU,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,0.287,,EC,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,0.104,SG,ID,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,9.303,,US,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,1.443,,VN,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,9.314,US,IL,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,524.746,,US,,R4
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,4.408,,US,,R4
,Y22,Copper,,9.0,H_,Miscellaneous waste dangerous,484.661,,US,,R4
,"Y9 ,Y31 ,Y41 ,Y42",Waste oil;  water; Lead; Halogenated organic solvents; Organic solvents,,,H12,Ecotoxic,52637.884,,US,,R9
,Y9,Waste oil;  water,,,H12,Ecotoxic,8562.639,,US,,R11
,"Y26 ,Y35",Cadmium; Basic solutions (or solids),,8.0,H8,Corrosive,3.011,,US,,R13
,"Y26 ,Y35",Cadmium; Basic solutions (or solids),,8.0,H8,Corrosive,16.191,,US,,R13
,Y29,Mercury,,,H12,Ecotoxic,0.092,,US,,R13
,Y29,Mercury,,8.0,H8,Corrosive,1.021,,US,,R13
,Y31,Lead,,8.0,H8,Corrosive,224.80577999999997,,US,,R13
,"Y31 ,Y34",Lead; Acidic solutions (or solids),,8.0,H8,Corrosive,20.715,,US,,R13
,Y41,Halogenated organic solvents,,,H13,Leachate,6.287,,US,,R13
,Y41,Halogenated organic solvents,,6.1,H6.1,Toxic (Poisonous),71.347,,US,,R13
,Y42,Organic solvents,,3.0,H03.0,Flammable Liquids,165.093,,US,,R13
,Y_,Other,,9.0,H_,Miscellaneous waste dangerous,1.459,,US,,R13
,Y32,Inorganic fluorine compounds,,2.1,H_,Miscellaneous waste dangerous,12.973,,US,,R13
,Y32,Inorganic fluorine compounds,,2.2,H_,Miscellaneous waste dangerous,2.115,,US,,R13
,Y32,Inorganic fluorine compounds,,2.2,"H_ ,H05.1",Miscellaneous waste dangerous; Oxidizing,0.362,,US,,R13
,Y32,Inorganic fluorine compounds,,2.3,H_,Miscellaneous waste dangerous,0.082,,US,,R13
,Y32,Inorganic fluorine compounds,,2.3,"H_ ,H8",Miscellaneous waste dangerous; Corrosive,0.024,,US,,R13
,"Y17, Y34",Wastes resulting from the surface treatment of metals and plastics; Acidic solutions (or solids),,8.0,H8,Corrosive,80.588,,US,,R_
,Y34,Acidic solutions (or solids),,8.0,H8,Corrosive,2159.23733,,US,,R_
,"Y34 ,Y17",Acidic solutions (or solids); Wastes resulting from the surface treatment of metals and plastics,,8.0,H8,Corrosive,49448.516,,US,,R_
,"Y31,Y34",Waste lead acid batteries,A1160,,,,15061.165,,DE,,R4
,Y31,Waste lead acid batteries,A1160,,,,1529.06,,TH,,R4
,"Y31,Y34",Waste lead acid batteries,A1160,,,,4593.656,,HU,,R4
,Y31,Waste lead acid batteries,A1160,,,,2664.413,,BA,,R4
,"Y31,Y34",Waste lead acid batteries,A1160,,,,1640.521,,LT,,R4
,"Y31,Y34",Waste lead acid batteries,A1160,,,,763.85,,LT,,R4
,"Y36,Y42",Empty acetylene pressure containers containing asbestos,A2050,,,,18.0,,BE,,"R4, R12"
,Y_,Discarded equipment containing chlorofluorocarbons,,,,,759.652,,DE,,R4
,Y24,Waste containing arsenic,A1030,,,,3.6,,SK,,R5
,"Y36,Y42",Empty acetylene pressure containers containing asbestos,A4130,,,,299.22,,FR,,"R4, R12"
,"Y36,Y42",Empty acetylene pressure containers containing asbestos,,,,,531.4,,GB,,"R4, R12"
,Y_,Monitors,A1180,,,,309.857,,DE,,R12
,"Y22,Y23,Y26,Y31",Monitors containing cathode ray tubes,A1180,,,,8.409,,SK,,"R4,R5"
,Y29,Waste containing Hg,A1030,,,,0.4,,SK,,R4
,Y34,"Spent phosphoric acid on silica spheres catalyst, resulting from the process of the dehydration of propanol",A2030,,,,53.516,,SG,,R5
,Y_,  Pickling liquor containing zinc chloride,A4090,,,,50.0,,SK,,R5
,Y42,A3140,,,H3,070104,62.1,,DE,,R1
,Y18,Unlisted,,,H4.3,100321,182.12,,DE,,R1
,Y18,Unlisted,,,H4.3,100321,1262.388,,DE,,R1
,Y18,Unlisted,,,H12,161001,8500.0,,DE,D10,
,Y18,Unlisted,,,H12,161001,25225.203,,DE,"D15 , D10",
,Y8,A4060,,,No information,120109,153.94,,DE,,R9
,Y_,Unlisted,,,H12,160709,1000.0,,DE,D10,
,Y_,Unlisted,,,H12,160709,4500.0,,DE,D10,
,Y_,A3150,,,H3,070403,21.88,,DE,D10,
,Y_,A3150,,,H3,070403,1940.0,,DE,D10,
,Y_,A3150,,,H3,070403,1208.18,,DE,D10,
,Y4,A4030,,,H8,190813,5243.8,,DE,D10,
,Y_,A3150,,,H3,070403,1421.467,,DE,D10,
,Y_,A3150,,,H3,070403,21.4,,DE,D10,
,Y14,Unlisted,,,H3,160506,20.758,,DE,D10,
,Y14,Unlisted,,,H4.2,160506,16.322,,DE,D10,
,Y18,Unlisted,,,H4.1,190209,17.3,,DE,D10,
,Y35,A4140,,,H5.1,"160508,140603,150202,160504,160114,200127",695.646,,KW,D10,
,Y35,A1170,,,No information,"160605,160602,160604,200133",0.974,,KW,,"R12 , R4"
,Y8,A3020,,,H3,"130110,130205,130208,130206,130307",7.565,,US,,R9
,Y35,A1170,,,No information,"160605,160602,160604,200133,160601",1.74,,AE,,"R12 , R4"
,Y8,A3020,,,H3,"130110,130205,130206,130208,130307",4195.0,,US,,R9
,Y_,A4070,,,H5.1,"160507,140603,150202",48.457,,DJ,D10,
,Y35,A4140,,,H5.1,"160508,140603,150202,160504",18.765,,DJ,D10,
,Y35,A1170,,,No information,"160605,160602,160604,200133",20.162,,DJ,,R12
,Y9,A4060,,,H12,"150202,130899,160107",114.988,,DJ,D10,
,Y35,A4140,,,"H5.1,H3,H6.1,H8","160508,140603,150202,160504,160506,160114,200127",87.451,,DJ,D10,
,Y8,A3020,,,H3,130205,5912.94,,DZ,,R9
,Y4,A4030,,,H8,190813,723.58,,DE,D10,
,Y46,Unlisted,,,No information,191210,2806.465,,GB,,R1
,Y46,Unlisted,,,No information,191212,6652.0,,GB,,R1
,Y46,Unlisted,,,No information,191210,15239.0,,GB,,R1
,Y46,Unlisted,,,No information,191210,8405.0,,GB,,R1
,Y46,Unlisted,,,No information,191210,22257.882,,GB,,R1
,Y46,Unlisted,,,No information,191210,5605.6,,GB,,"R13 , R1"
,Y13,A4070,,,H4.1,"070108,070307,070308,070309,070310,070311,070708,080111,080113,080115,080117,080121,080312,080314,140604,140605,190211,040216",336.886,,GB,,R1
,Y46,Unlisted,,,No information,191210,2231.0,,GB,,R1
,Y46,Unlisted,,,No information,191210,5345.44,,GB,,R1
,Y46,Unlisted,,,No information,191210,1164.537,,GB,,R1
,Y46,Unlisted,,,No information,191210,19609.86,,GB,,R1
,Y46,Unlisted,,,No information,191210,5758.0,,GB,,R1
,Y46,Unlisted,,,No information,191210,13642.0,,GB,,R1
,Y46,Unlisted,,,No information,191210,1245.0,,GB,,R1
,Y46,Unlisted,,,No information,191210,7689.38,,GB,,"R13 , R1"
,Y6,A3140,,,H4.1,"070108,070208,070308,070408,070508,070608,070708,140605,160305,190204,150110,150202,190205,190211",190.58,,GB,,R1
,Y46,Unlisted,,,No information,191210,1990.2,,GB,,"R13 , R1"
,Y46,Unlisted,,,No information,191210,2627.03,,GB,,R1
,Y46,Unlisted,,,No information,191210,6685.0,,GB,,R1
,Y2,A4010,,,H4.1,"070501,070503,070504",19.66,,IE,D10,
,Y4,A4030,,,No information,"150202,150110,160303",8.421,,IE,D10,
,Y2,A4010,,,H4.1,"070501,160507,160508",19.78,,IE,D10,
,Y2,A4010,,,H4.1,"070513,150110,150202,160507,160508",25.808,,IE,D10,
,Y2,A4010,,,H3,"070501,070503,070504,160507,160508",101.06,,IE,D10,
,Y_,A3050,,,H8,"200127,150202,150110,080409,080410,080411,080412,080413,080414,080415,080416,080417,080499",83.009,,IE,D10,
,Y46,Unlisted,,,No information,191210,4120.0,,IE,,R1
,Y13,A3050,,,"H3,H8,H4.1","200127,150202,150110,080409,080410,080411,080412,080413,080414,080415,080416,080417,080499,160507,160508",9.687,,IE,D10,
,Y46,Unlisted,,,No information,191212,5997.0,,IE,,R1
,Y8,A3020,,,H3,"010505,050115,070610,160708,120114,120118,160107,150202,190205,160305,050106,050103",46.074,,IL,,R1
,Y13,A3050,,,H3,"080411,080413,080409,110116,150110,160305,160508,190806,190807",1.266,,IL,,R1
,Y12,A4070,,,H3,"080117,080111,080115,080113,080121,080312,080314,061002,160305,160508,150110",25.846,,IL,,R1
,Y34,Unlisted,,,H3,050104,135.337,,IL,,R1
,"Y8,Y11",A3020,,,H3,"010505,050115,160708,120118,160107,150202,050106,050103",4969.998,,IL,,R1
,"Y12,Y16",A4070,,,"H3,H6.1,H12,H4.1,H5.1","080117,080111,080115,080113,080121,080312,080314,061002,160305,160508,150110",47.66,,IL,,R1
,Y34,Unlisted,,,"H3,H4.1,H4.2,H4.3,H5.2,H6.1,H8,H11,H12",050104,80.85,,IL,,R1
,"Y6,Y42",A3140,,,"H3,H4.1,H4.2,H4.3,H5.1,H5.2,H6.1,H11,H12","070104,070108,070204,070504,070508,070604,070608,070704,070708,090103,140603,160305,190208,070208",80.44,,IL,,R1
,Y34,A1080,,,H8,060102,27.36,,IS,D9,
,Y12,Unlisted,,,H4.1,190204,18.965,,IT,D10,
,Y18,Unlisted,,,H4.1,190204,51.72,,IT,D10,
,Y18,Unlisted,,,H4.1,130204,28.24,,IT,D10,
,Y18,Unlisted,,,H4.1,190204,335.52,,IT,D10,
,Y12,Unlisted,,,H12,191211,25.32,,IT,D10,
,Y12,Unlisted,,,H4.1,191211,739.56,,IT,D10,
,Y12,Unlisted,,,H3,190204,113.46,,IT,D10,
,Y18,Unlisted,,,No information,191211,52.94,,IT,,R1
,Y12,Unlisted,,,H12,191211,274.28,,IT,D10,
,Y18,Unlisted,,,H4.1,190204,750.22,,IT,D10,
