"Country of 
Export",Ycode,"Waste 
streams",Annex VIII,"UN
class",H                                    Code,Characteristics,"Amount 
exported
(in metric tons)","Country
of  Transit","Country of 
destination","D
code","R
code",Column 13,Column 14,Column 15
RS,Y18,Residues from industrial waste disposal operations,A4140,"3,4.1,5.1,6.1,8,9","H3,H4.1,H5.1,H6.1,H8,H11,H12,H13","Poisonous acute), Eecotoxic, Corrosives, any of the characteristics listed above",35.02,HU,AT,D10,,,,
RS,Y40,"Ethers,rags and absorbents conataminated",A4130,9,"H3,H13",Capable any of the characteristics listed above,107,,RO,,R1,,,
RS,Y18,Residues from industrial waste disposal operations,A4140,"3,4.1,5.1,6.1,8,9","H3,H6.1,H8,H11,H13","Poisonous (Acute) Corrosives, any of the characteristics listed above",10.46,"AT,DE,HU",CH,D10,,,,
RS,Y12,"Wastes from production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish",A4070,"3,4.1,6.1,9","H6.1,H6.2,H11,H12,H13","Poisonous (Acute), Infectious substances, Toxic, Ecotoxic, any of the characteristics listed above",62.202,HU,AT,D10,,,,
RS,Y12,"waste composition: absorbents, filter materials, wiping clothes protective contaminated by dengerous substances",A4070,9,"H12,H13",Corrosives Ecotoxic,21.1,"CZ,HU,SK",PL,D10,,,,
RS,Y16,"Wastes from production, formulation and use of photographic chemicals and processing materials",A4090,"8,9","H8,H12",Corrosives Ecotoxic,42.4,HU,AT,D9,,,,
RS,Y18,"Residues arising from industrial waste disposal operations, containingPb",A1020,9,H12,Ecotoxic,175.64,,MK,,R4,,,
RS,"Y2,Y3","Wastes from the production and preparation of pharmaceutical products, Waste pharmaceuticals, drugs and medicines",A4010,"6.1,6.2,9","H3,H6.1,H6.2,H11,H12","Poisonous, Infectious substances, (Acute)Ecotoxic",24.2,HU,AT,D10,,,,
RS,Y12,"Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish, sludge",A4070,"3,9","H3,H12,H13","Ecotoxic, any of the characteristics listed above",175.38,HU,AT,D10,,,,
RS,Y12,"Wastes from production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish",A4070,"3,9","H3,H4.1,H6.1,H11,H12,H13","Poisonous (Acute)Ecotoxic, Capable any of the characteristics listed above",143.280,HU,AT,D10,,,,
RS,Y12,"Wastes from production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish",A4070,"3,9","H3,H13",any of the characteristics listed above,11.76,HU,AT,D10,,,,
RS,"Y22,Y42","Copper compounds, Organic solvents excluding  halogenated solvents",A2030,"3,8","H3,H8","Flammable liquids, Corrosives",42.8,,RO,,"R2,R13",,,
RS,Y2,"Waste from pharmaceutical production, solid farmaceutical waste",A4010,6.1,H6.1,Infectious substance,108.82,"CZ,HU,SK",PL,D10,,,,
RS,"Y12,Y18","Wastes from Inks, dyes, pigments, paints, lacquers, varnish, waste concentrate after evaporation",A4070,9,"H12,H13","Ecotoxic, any of the characteristic listed above",15.35,HU,AT,D10,,,,
SG,Y35,Calcium Hydroxide Sludge,,8,8,SLUDGY,10292.2200,,MY,,R4,,,
SG,"Y22,Y23",Copper Base Ash,,9,11,SOLID,238.6545,,JP,,R4,,,
SG,Y31,Drained Battery Scrap 'Rains' / Lead Acid Battery Scrap,,9,13,SOLID,9169.1340,,PH,,R4,,,
SG,Y31,Copper Scrap from Solid Electronic Scraps,,,,SOLID,1337.9560,,JP,,R4,,,
SG,"Y17,Y22","Galvanic Sludges, Plasma Coating Residues and Spent Copper Catalyst",,,11,SOLID,276.3300,GB,DE,,R4,,,
SG,Y31,Used Xerox Office Equipments,,9,"11,12",SOLID,984.7010,,TH,,"R4,R5,R13",,,
SG,Y34,Spent IPA Catalyst,,5,8,SOLID,90.0000,DE,CZ,,R5,,,
SK,Y17,waste resulting from surface treatment of metals and plastics,A1050,9.0,H12,ecotoxic,152.137,,DE,,R4,,,
SK,Y17,waste resulting from surface treatment of metals and plastics,A1050,,,,0.155,,DE,,R4,,,
SK,Y17,waste resulting from surface treatment of metals and plastics,A1050,,H11,toxic,1.25,,DE,,R4,,,
SK,Y17,waste resulting from surface treatment of metals and plastics,A1050,9,H12,ecotoxic,6.81,,DE,,R4,,,
SK,Y17,waste resulting from surface treatment of metals and plastics,A1050,"9,8","H12,H8","ecotoxic, corrosives",18.2,,PL,,R4,,,
SK,Y17,waste resulting from surface treatment of metals and plastics,A1130,4.2,H4.2,substances or wastes liable to spontaneous combustion,40.14,,DE,,R4,,,
SK,Y22 ,copper compounds,A1130,6.1,H6.1,poisonous,15.2,,GB,,R4,,,
SK,Y23,zinc compounds,A1100,6.1,H6.1,poisonous,427.368,,BE,,R4,,,
SK,Y23,zinc compounds,A1100,6.1,H6.1,poisonous,46.253,,NL,,"R13,R4",,,
SK,Y24,"arsenic ,  arsenic compounds",A1030,"6.1,9","H6.1,H12","poisonous ,  ecotoxic",3.6000,,CZ,,R5,,,
SK,Y29,"mercury ,  mercury compounds",A1030,"6.1,9","H6.1,H11","poisonous ,  toxic",0.495,,CZ,,R4,,,
SK,Y31,"lead ,  lead compounds",A1100,6.1,H6.1,poisonous,47.34,,BE,,R4,,,
SK,Y34,acidic solutions or acids in solid form,A1060,9.0,H10,liberation of toxic gases in contact with air or water,1574.11,,PL,,R5,,,
SK,Y34,acidic solutions or acids in solid form,A4090,"8,9","H8,H12","corrosives ,  ecotoxic",135.0,,CZ,,R5,,,
SK,Y__,waste catalysts but excluding such wastes specified on list B,A2030,6.1,H6.1,poisonous,2508.516,,AT,,R8,,,
SE,Y1,Body parts and organs including blood bags and blood preserves,A4020,,,,7.24,,DE,D10,,,,
SE,Y3,discarded inorganic chemicals consisting of or containing dangerous substances,A4140,,"H11,H12,H4.1,H4.2,H4.3,H5.1,H6.1",,1.667,,DE,D10,,,,
SE,Y4,pesticides,A4030,,"H11,H12,H3,H6.1",,6.847,,DE,D10,,,,
SE,Y4,pesticides,A4030,,"H12,H3,H4.1,H6.1,H8",,45.603,,DE,D10,,,,
SE,Y4,pesticides,A4030,,"H11,H12,H3,H6.1",,2.293,,DE,D10,,,,
SE,Y4,pesticides,A4030,,"H11,H12,H3,H6.1",,2.174,,DE,D10,,,,
SE,Y4,pesticides,A4030,,"H11,H12,H3,H6.1",,1.24,,DE,D10,,,,
SE,Y4,pesticides,A4030,,"H11,H12,H3,H6.1",,5.093,,DE,D10,,,,
SE,Y4,pesticides,A4030,,"H11,H12,H3,H6.1",,3.17,,DE,D10,,,,
SE,Y6,solvents,A4060,,H3,,526.2,,DK,D10,,,,
SE,Y6,other solvents and solvent mixtures,A3140,,H3,,113.08,,DE,,R2,,,
SE,Y6,antifreeze fluids containing dangerous substances,AC080,,H12,,52.4,,DE,,R9,,,
SE,Y6,other fuels (including mixtures),A3020,,H3,,2614.23,,DK,D10,,,,
SE,Y6,solvents,A4060,,H3,,714.28,,DK,D10,,,,
SE,Y6,other solvents and solvent mixtures,A3140,,H3,,1160.0,,DK,D10,,,,
SE,Y6,antifreeze fluids containing dangerous substances,AC080,,H12,,56.01,,DE,,R9,,,
SE,Y6,other fuels (including mixtures),A3020,,H3,,65.18,,DK,D10,,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H3,,4689.42,,DE,,R9,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H3,,330.65,,DE,,R9,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H12,,174.85,,DE,,R9,,,
SE,Y8,"other engine, gear and lubricating oils",A3020,,H3,,1550.216,,DE,,R9,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H12,,210.24,,DE,,R9,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H12,,36.24,,FI,,R9,,,
SE,Y8,mineral-based non-chlorinated insulating and heat transmission oils,A3020,,H3,,25.58,,DE,,R9,,,
SE,Y8,other fuels (including mixtures),A3020,,H3,,2728.364,,DK,D10,,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H3,,1984.016,,DK,,R9,,,
SE,Y8,"other engine, gear and lubricating oils",A4060,,H12,,142.02,,FI,,R9,,,
SE,Y8,mineral-based non-chlorinated insulating and heat transmission oils,A3020,,H3,,723.76,,DE,,R9,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H3,,5894.84,,DE,,R9,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H12,,9345.4,,FI,,R1,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H3,,3799.85,,DE,,R9,,,
SE,Y8,"absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances",A3020,,H12,,1562.7,,NO,,R1,,,
SE,Y8,mineral-based non-chlorinated insulating and heat transmission oils,A3020,,H13,,184.76,,DE,,R9,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H12,,753.42,,DE,,R9,,,
SE,Y8,oil filters,A3020,,H12,,88.559,,DK,,"R12, R3, R4",,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H12,,37.9,,FI,,R9,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H12,,1646.628,,FI,,R9,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H12,,155.26,,DE,,R9,,,
SE,Y8,mineral-based non-chlorinated insulating and heat transmission oils,A3020,,H3,,128.88,,DE,,R9,,,
SE,Y8,"other engine, gear and lubricating oils",A4060,,H12,,91.68,,FI,D9,,,,
SE,Y8,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H12,,1036.75,,FI,,R1,,,
SE,Y8,mineral-based non-chlorinated insulating and heat transmission oils,A3020,,H3,,130.13,,DE,D9,,,,
SE,Y8,mineral-based non-chlorinated insulating and heat transmission oils,A3020,,H13,,50.39,,DE,,R9,,,
SE,Y9,"mineral-based chlorinated insulating and heat transmission oils other than those mentioned in 13 03 01, insulating or heat transmission oils containing PCBs",A3020,,H11,,77.83,,DK,,R1,,,
SE,Y9,fuel oil and diesel,A3020,,H12,,239.94,,NO,,R1,,,
SE,Y9,oily water from oil/water separators,A4060,,H12,,2987.3,,DK,,"R3, R5",,,
SE,Y9,antifreeze fluids containing dangerous substances,AC080,,H3,,331.0,,DE,,R5,,,
SE,Y9,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H3,,663.34,,DE,,R9,,,
SE,Y9,fuel oil and diesel,A3020,,H12,,775.66,,NO,,R1,,,
SE,Y9,"mineral-based non-chlorinated engine, gear and lubricating oils",A3020,,H12,,150.04,,DK,,R9,,,
SE,Y9,fuel oil and diesel,A3020,,H12,,363.74,,NO,,R1,,,
SE,Y9,oily water from oil/water separators,A4060,,H12,,15932.3,,DK,,"R3, R5",,,
SE,Y9,mineral-based non-chlorinated insulating and heat transmission oils,A3020,,H11,,33.44,,DK,,R1,,,
SE,Y9,antifreeze fluids containing dangerous substances,AC080,,H3,,111.91,,DE,,R5,,,
SE,Y9,oily water from oil/water separators,A4060,,H12,,3142.3,,DK,,"R3, R5",,,
SE,Y9,fuel oil and diesel,A3020,,H12,,312.65,,NO,,R1,,,
SE,Y10,"cables containing oil, coal tar and other dangerous substances",A1190,,H11,,10.12,,DK,,"R4, R9",,,
SE,Y10,insulating or heat transmission oils containing PCBs,A3180,,H11,,35.58,,DK,D10,,,,
SE,Y10,transformers and capacitors containing PCBs,A1180,,"H11,H12",,5.496,,DK,,"R4, R1",,,
SE,Y10,"cables containing oil, coal tar and other dangerous substances",A1190,,H11,,25.64,,DK,,"R4, R9",,,
SE,Y10,"cables containing oil, coal tar and other dangerous substances",A1190,,H11,,9.88,,DK,,"R4, R2",,,
SE,Y10,"construction and demolition wastes containing PCB (for example PCB containing sealants, PCB-containing resin-based floorings, PCB-containing sealed glazing units, PCB-containing capacitors)",A3180,,"H11,H6.1",,22.656,,DE,D10,,,,
SE,Y10,insulating or heat transmission oils containing PCBs,A3180,,H11,,155.72,,DK,D10,,,,
SE,Y10,"cables containing oil, coal tar and other dangerous substances",A1190,,H11,,74.84,,DK,,R4,,,
SE,Y10,"discarded equipment containing hazardous components, transformers and capacitors containing PCBs",A1180,,H11,,11.62,,DK,,"R9, R4",,,
SE,Y10,other wastes (including mixtures of materials) from mechanical treatment of waste containing dangerous substances,A3180,,haz,,808.0,,NO,,R1,,,
SE,Y10,"cables containing oil, coal tar and other dangerous substances",A1190,,H11,,28.54,,DK,,"R4, R1",,,
SE,"Y10,Y22,Y31","cables containing oil, coal tar and other dangerous substances",A1190,,H11,,296.26,,DK,,R4,,,
SE,"Y10,Y22,Y31","cables containing oil, coal tar and other dangerous substances",A1190,,H11,,25.5,,DK,,"R4, R9",,,
SE,"Y10,Y22,Y31","cables containing oil, coal tar and other dangerous substances",A1190,,H11,,56.82,,DK,,R4,,,
SE,Y12,waste paint and varnish containing organic solvents or other dangerous substances,A4070,,H3,,498.22,,DK,D10,,,,
SE,Y12,"paint, inks, adhesives and resins containing dangerous substances",A4070,,H3,,192.425,,DK,D10,,,,
SE,Y12,"waste isocyanates, paint, inks, adhesives and resins containing dangerous substances",A4070,,"H3,H6.1",,5.572,,DE,D10,,,,
SE,Y12,waste paint and varnish containing organic solvents or other dangerous substances,A4070,,H3,,4565.66,,DK,D10,,,,
SE,Y12,"paint, inks, adhesives and resins containing dangerous substances",A4070,,H3,,318.72,,DK,D10,,,,
SE,Y12,waste paint and varnish containing organic solvents or other dangerous substances,A4070,,H3,,696.86,,DK,D10,,,,
SE,"Y12,Y13","paint, inks, adhesives and resins containing dangerous substances",A4070,,"H3, H4.1",,18.06,,DE,D10,,,,
SE,"Y12,Y13","paint, inks, adhesives and resins containing dangerous substances",A4070,,"H3,H4.1",,559.009,,DE,D10,,,,
SE,"Y12,Y13",waste isocyanates,A4070,,"H3,H6.1",,23.554,,DE,D10,,,,
SE,Y14,bleach solutions and bleach fixer solutions,AD090,,H6.1,,1.075,,DK,D10,,,,
SE,Y16,photochemicals,AD090,,H12,,92.44,,DK,D10,,,,
SE,Y16,wastes containing silver from on-site treatment of photographic wastes,AD090,,haz,,13.621,,NL,,R4,,,
SE,Y16,photochemicals,AD090,,H12,,1479.7,,DK,D10,,,,
SE,Y16,fixer solutions,AD090,,haz,,51.935,,NL,,R4,,,
SE,Y16,bleach solutions and bleach fixer solutions,AD090,,haz,,139.423,,NL,,R4,,,
SE,Y17,other wastes containing dangerous substances,A4050,,H6.1,,2.4,,NL,,R4,,,
SE,Y17,sludges from physico/chemical treatment containing dangerous substances,A1050,,H12,,152.712,,DE,,R4,,,
SE,Y17,pickling acids,A1060,,H8,,176.61,,FI,,R4,,,
SE,Y17,sludges and filter cakes containing dangerous substances,A1050,,H5.1,,24.959,,DE,,R4,,,
SE,Y17,other wastes containing dangerous substances,A4050,,H6.1,,4.0,,NL,,R4,,,
SE,Y17,pickling acids,A1060,,H8,,146.9,,FI,,R4,,,
SE,Y17,pickling acids,A1060,,H8,,8.0,,NL,,R4,,,
SE,Y17,other wastes containing dangerous substances,A4050,,H6.1,,4.0,,NL,,R4,,,
SE,Y17,pickling acids,A1060,,H8,,192.33,,FI,,R4,,,
SE,"Y17,Y21",wastes containing other heavy metals,A1040,,H8,,22.47,,DE,,R4,,,
SE,Y18,sludges and filter cakes containing dangerous substances,A1050,,H5.1,,83.946,,DE,,R4,,,
SE,Y18,fly ash containing dangerous substances,Olistat,,H6.1,,1691.67,,NO,,R5,,,
SE,Y18,fly ash containing dangerous substances,A4100,,H13,,2175.62,,NO,,R5,,,
SE,Y18,bottom ash and slag containing dangerous substances,A4100,,H12,,442.84,,NO,,R5,,,
SE,Y18,fly ash containing dangerous substances,A4100,,H12,,66.82,,NO,,R5,,,
SE,Y18,"oxidising substances, not otherwise specified",Olistat,,H5.1,,16.981,,DE,D12,,,,
SE,Y18,soil and stones containing dangerous substances,Olistat,,haz,,11553.22,,NO,D5,,,,
SE,Y18,spent catalysts contaminated with dangerous substances,A1140,,H12,,12.68,,DE,D12,,,,
SE,Y18,discarded equipment containing hazardous components (2) other than those mentioned in 16 02 09 to 16 02 12,A1180,,H12,,19.802,,DE,,R4,,,
SE,Y18,bottom ash and slag containing dangerous substances,A4100,,H12,,786.38,,NO,,R5,,,
SE,Y18,fly ash containing dangerous substances,A4100,,H12,,21.72,,NO,,R5,,,
SE,Y18,discarded equipment containing hazardous components (2) other than those mentioned in 16 02 09 to 16 02 12,A1180,,H12,,43.025,,DE,,R4,,,
SE,Y18,bottom ash and slag containing dangerous substances,A4100,,H12,,519.03,,NO,,R5,,,
SE,Y18,fly ash containing dangerous substances,A4100,,H12,,57.9,,NO,,R5,,,
SE,Y18,"oxidising substances, not otherwise specified",Olistat,,H5.1,,2.2,,DE,D12,,,,
SE,Y18,fly ash from co-incineration containing dangerous substances,Olistat,,H6.1,,992.74,,NO,,R5,,,
SE,Y18,solid wastes from gas treatment containing dangerous substances,Olistat,,H__,,80.24,,NO,,R5,,,
SE,"Y18,Y24,Y26,Y31","mixtures of, or separate fractions of concrete, bricks, tiles and ceramics containing dangerous substances",A1030,,"H11, H12",,607.28,,NO,D5,,,,
SE,"Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28, Y30,Y31,Y32, Y34, Y35, Y37,Y38,Y39,Y40,Y41,Y42,Y45","laboratory chemicals, discarded organic and inorganic chemicals consisting of or containing dangerous substances",A4140,,"H3, H4.1,H4.3,H5.1,H5.2,H6.1,H8,H10,H11,H12",,10.992,,DE,D10,,,,
SE,"Y20,Y21,Y22,Y23,Y24,Y26,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y37,Y38,Y39,Y40,Y41,Y42,Y45","laboratory chemicals, consisting of or containing dangerous substances, including mixtures of laboratory chemicals",A4140,,"H10,H11,H12,H3,H4.1,H4.3,H5.1,H5.2,H6.1,H8",,74.473,,DE,D10,,,,
SE,Y22,inorganic wastes containing dangerous substances,AA010,,H13,,501.0,,NO,D9,,,,
SE,Y22,inorganic wastes containing dangerous substances,AA010,,H13,,445.864,,NO,D9,,,,
SE,"Y22,Y31",sludges and filter cakes from flue-gas treatment containing dangerous substances,A1020,,H12,,2.4,,BE,,R4,,,
SE,Y23,solid wastes from gas treatment containing dangerous substances,AA010,,H12,,2534.61,,DE,,R4,,,
SE,Y23,solid wastes from gas treatment containing dangerous substances,AA010,,H12,,934.62,,FR,,R4,,,
SE,Y23,solid wastes from gas treatment containing dangerous substances,AA010,,H13,,8.5,,NO,D9,,,,
SE,Y23,flue-gas dust containing dangerous substances,,,H12,,248.177,,DE,,R4,,,
SE,Y23,solid wastes from gas treatment containing dangerous substances,AA010,,H12,,2851.94,,FR,,R4,,,
SE,Y23,solid wastes from gas treatment containing dangerous substances,AA010,,H12,,6909.47,,DE,,R4,,,
SE,Y23,solid wastes from gas treatment containing dangerous substances,AA010,,H13,,9.1,,NO,D9,,,,
SE,Y26,metallicoxides containing heavy metals,A1020,,H6.1,,32.8,,NO,,R4,,,
SE,Y26,batteries and accumulators ,A1170,,H12,,347.6,,FI,,R4,,,
SE,Y26,metallicoxides containing heavy metals,A1020,,H6.1,,9.76,,NO,,R4,,,
SE,"Y26,Y29,Y31",batteries,A1170,,H12,,281.574,,PL,,R13,,,
SE,"Y26,Y29,Y31","batteries and accumulators included in 16 06 01, 16 06 02 oR16 06 03 and unsorted batteries and accumulators containing these batteries",A1170,,H12,,234.165,,PL,,R11,,,
SE,Y29,hazardous components removed from discarded equipment,A1180,,H12,,89.14,,EE,,R12,,,
SE,Y29,wastes containing mercury,A1010,,H12,,0.976,,DE,,R4,,,
SE,Y29,amalgam waste from dental care,A1010,,H6.1,,4.11,,DE,,R4,,,
SE,Y29,WEEE,A1180,,H12,,170.743,,EE,,R12,,,
SE,Y29,wastes containing mercury,A1010,,H12,,0.852,,DE,,R4,,,
SE,Y29,amalgam waste from dental care,A1010,,H12,,1.498,,DE,,R4,,,
SE,Y29,"soil and stones containing dangerous substances, construction and demolition wastes containing mercury",Olistat,,H11,,1935.0,,NO,"D5, D9",,,,
SE,"Y29,Y33,Y34,Y35","laboratory chemicals, consisting of or containing dangerous substances, including mixtures of laboratory chemicals",A4140,,"H6.1,H8",,11.6,,DE,,"R4, R5, R6",,,
SE,Y31,dross and skimmings from primary and secondary production,A1020,,H12,,190.36,,BE,,R4,,,
SE,Y31,"cables containing oil, coal tar and other dangerous substances",A1190,,H13,,131.97,,DK,,R4,,,
SE,Y31,slags from primary and secondary production,AA010,,H12,,13713.7,,NO,D12,,,,
SE,Y31,dross and skimmings,Olistat,,H11,,566.88,,PL,,R4,,,
SE,Y31,"cables containing oil, coal tar and other dangerous substances",A1190,,H11,,90.7,,DK,,R4,,,
SE,Y31,"cables containing oil, coal tar and other dangerous substances",A1190,,H11,,461.0,,DK,,R4,,,
SE,Y31,hazardous components removed from discarded equipment,A2010,,H12,,889.62,,DE,,R5,,,
SE,"Y31,Y34",lead batteries,A1160,,"H12,H8",,115.415,,SI,,R4,,,
SE,"Y31,Y34",lead batteries,A1160,,"H12,H8",,112.748,,SI,,R4,,,
SE,"Y32,Y33",carbon-based linings and refractories from metallurgical processes containing dangerous substances,A4050,,H4.3,,2974.409,,NO,"D13, D5",,,,
SE,Y33,discarded inorganic chemicals consisting of or containing dangerous substances,A4050,,H6.1,,0.111,,DE,D10,,,,
SE,Y33,solid salts and solutions containing cyanides,A4050,,H6.1,,7.86,,DK,D10,,,,
SE,Y33,solid salts and solutions containing cyanides,A4050,,H6.1,,15.32,,DK,D10,,,,
SE,Y33,other wastes containing dangerous substances,A4050,,"H6.1, H12",,7.248,,FI,,R4,,,
SE,Y33,solid salts and solutions containing cyanides,A4050,,H6.1,,17.24,,DK,D10,,,,
SE,Y34,acids,A4090,,"H3,H5.1,H6.1,H8",,0.111,,DE,D10,,,,
SE,Y34,other acids,Olistat,,H8,,107.7,,NO,D9,,,,
SE,Y34,spent catalysts containing phosphoric acid,A2030,,H8,,352.88,,GB,,R5,,,
SE,Y34,pickling acids,A4090,,H8,,351.7,,NO,D9,,,,
SE,Y34,acids not otherwise specified,A4090,,"H8, H12",,3.562,,FI,,R4,,,
SE,Y34,sludges and filter cakes containing dangerous substances,A1050,,"H8, H12",,0.239,,FI,,R4,,,
SE,Y34,spent catalysts containing dangerous transition metals (3) or dangerous transition metal compounds,A2030,,H5.1,,15.232,,DE,,R4,,,
SE,Y34,spent catalysts containing phosphoric acid,A2030,,H8,,353.58,,GB,,R5,,,
SE,Y41,other halogenated solvents and solvent mixtures,A3150,,H6.1,,935.6,,DK,D10,,,,
SE,Y41,other halogenated solvents and solvent mixtures,A3150,,"H3,H6.1",,36.586,,DE,D10,,,,
SE,Y41,other halogenated solvents and solvent mixtures,A3150,,H6.1,,30.48,,DK,D10,,,,
SE,Y45,"chlorofluorocarbons, HCFC, HFC",AC150,,H12,,20.379,,DE,,R3,,,
SE,Y45,"chlorofluorocarbons, HCFC, HFC",AC150,,H12,,17.217,,GB,,R3,,,
SE,Y45,discarded equipment containing chlorofluorocarbons,AC150,,H12,,1467.0,,NO,,"R3, R4",,,
SE,Y45,"chlorofluorocarbons, HCFC, HFC",AC150,,H12,,7.09,,GB,,R3,,,
SE,Y45,"chlorofluorocarbons, HCFC, HFC",AC150,,H12,,7.534,,DE,,R3,,,
SE,Y45,discarded equipment containing chlorofluorocarbons,AC150,,H12,,2166.85,,NO,,"R3, R4",,,
SE,Y45,"chlorofluorocarbons, HCFC, HFC",AC150,,H12,,3.181,,DE,D10,,,,
SE,"Y45, Y46",discarded equipment containing chlorofluorocarbons,AC150,,H12,,351.72,,DK,,R4,,,
SE,Y46,mixed municipal waste,,,,,1073.83,,FI,D1,,,,
SE,Y46,mixed municipal waste,,,,,1536.0,,NO,,R1,,,
SE,Y46,mixed municipal waste,,,,,833.9,,FI,D1,,,,
SE,Y47,fly ash containing dangerous substances,,,H12,,1820.13,,NO,,R5,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment",,,H6.1,,432.88,,NO,,R5,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment",,,H6.1,,290.2,,NO,,R5,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment",,,H6.1,,91.84,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H12,,446.52,,NO,,R5,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment",,,H6.1,,470.16,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,A4100,,H12,,625.98,,NO,,R5,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment",,,H6.1,,4655.77,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H13,,5377.68,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H12,,6008.8,,NO,,R5,,,
SE,Y47,fly ash from co-incineration containing dangerous substances,,,H12,,586.9,,NO,,R5,,,
SE,Y47,fly ash from co-incineration containing dangerous substances,,,H12,,338.68,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H12,,1017.5,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,A4100,,H11,,8460.81,,NO,,R5,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment",,,H6.1,,2436.92,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,A4100,,H12,,1559.29,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H6.1,,249.63,,NO,,R5,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment",,,H6.1,,2734.46,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H6.1,,2305.28,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H13,,3572.63,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H11,,3551.91,,NO,,R5,,,
SE,Y47,filter cake from gas treatment,,,H11,,425.26,,NO,D9,,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment",,,H6.1,,3698.06,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H12,,11892.26,,NO,,R4,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment",,,H6.1,,930.42,,NO,,R5,,,
SE,Y47,solid wastes from gas treatment,A4100,,H12,,362.2,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,A4100,,H12,,2166.2,,NO,,R5,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment",,,H6.1,,694.96,,NO,,R5,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment",,,H6.1,,926.53,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H11,,1566.39,,NO,,R5,,,
SE,Y47,"solid wastes from gas treatment, fly ash containing dangerous substances",,,H6.1,,3039.04,,NO,,R5,,,
SE,Y47,"fly ash containing dangerous substances, solid wastes from gas treatment, filter cake from gas treatment",A4100,,H12,,712.98,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H13,,597.93,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H13,,8500.16,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,A4100,,H11,,2950.19,,NO,,R5,,,
SE,Y47,fly ash containing dangerous substances,,,H12,,6143.72,,NO,,R5,,,
SE,Y47,fly ash from co-incineration containing dangerous substances,,,H12,,679.82,,NO,,R5,,,
SE,Y47,fly ash from co-incineration containing dangerous substances,,,H12,,155.3,,NO,,R5,,,
SE,Y47,"solid wastes from gas treatment, fly ash containing dangerous substances",,,H6.1,,1228.22,,NO,,R5,,,
